Périmètre;Nature;Date;Heure;Date - Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW);Stockage batterie (MW);Déstockage batterie (MW);Eolien terrestre (MW);Eolien offshore (MW)
France;Données temps réel;2022-06-01;06:00;2022-06-01T06:00:00+02:00;38891;38700;38800;144;8;3555;30596;1313;187;5117;-889;996;-2136;52;2914;-843;-1187;-530;-1770;2;29;113;0;420;3136;0;3797;994;326;167;564;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;09:45;2022-06-01T09:45:00+02:00;50111;50750;49750;144;11;3958;30533;788;5243;6516;-82;996;2004;48;;;;;;2;29;113;0;418;3542;0;4520;1244;752;151;565;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;10:30;2022-06-01T10:30:00+02:00;50580;51000;50000;142;11;3859;30523;799;6661;5977;-88;1004;1692;47;1159;1747;-1899;-1500;2753;0;29;113;0;417;3444;0;4177;1021;779;156;566;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;11:00;2022-06-01T11:00:00+02:00;50935;51300;50300;142;12;3985;30518;843;7383;5778;-84;1002;1356;47;1741;870;-1899;-1781;3085;0;29;113;0;411;3575;0;4085;970;723;161;567;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;11:15;2022-06-01T11:15:00+02:00;51295;51500;50500;142;11;4012;30552;847;7876;5499;-256;1000;1612;47;;;;;;0;29;113;0;417;3596;0;3908;1007;584;154;566;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;12:00;2022-06-01T12:00:00+02:00;52351;52600;51600;142;10;3981;30514;940;8727;5566;-200;969;1702;46;1724;718;-1882;-1656;3590;0;29;113;0;417;3566;0;3932;876;758;152;546;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;12:45;2022-06-01T12:45:00+02:00;53026;52950;51950;143;10;3929;30489;1054;9267;5546;-33;971;1650;45;;;;;;1;29;113;0;409;3521;0;3929;868;749;153;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;13:00;2022-06-01T13:00:00+02:00;52071;53700;52700;144;10;3625;30482;1060;9331;5515;-33;971;966;42;1505;1076;-2021;-3000;3325;2;29;113;0;409;3218;0;3990;874;651;153;542;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;13:45;2022-06-01T13:45:00+02:00;51223;51200;50200;141;9;3506;30457;1081;9542;5140;-377;951;773;42;;;;;;0;29;113;0;411;3097;0;3729;831;580;150;539;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;16:00;2022-06-01T16:00:00+02:00;48644;48600;47600;144;1;3703;30473;1409;8549;4994;-531;987;-1085;44;2031;678;-1746;-2983;518;2;29;113;0;416;3289;0;3738;631;625;152;562;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;16:15;2022-06-01T16:15:00+02:00;48454;48300;47300;144;2;3673;30492;1387;8517;5146;-531;1001;-1377;44;;;;;;2;29;113;0;410;3265;0;3846;677;623;150;566;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;17:15;2022-06-01T17:15:00+02:00;47337;47150;46150;144;0;4120;30417;1448;6998;5406;-27;983;-2150;48;;;;;;2;29;113;0;454;3667;0;4133;708;565;152;563;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;18:15;2022-06-01T18:15:00+02:00;47837;47900;46900;144;2;4126;30290;1531;4983;6204;-27;988;-404;49;;;;;;2;29;113;0;450;3678;0;4325;970;909;149;566;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;18:30;2022-06-01T18:30:00+02:00;48634;48200;47200;144;14;4245;30371;1503;4491;6744;-33;990;165;50;1168;1690;-1789;-1117;-560;2;29;113;0;451;3796;0;4414;1288;1042;150;564;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;20:30;2022-06-01T20:30:00+02:00;46306;45800;44800;144;312;4564;30364;1836;718;8385;-33;982;-966;61;2285;635;-1858;-1676;-423;2;29;113;0;457;4108;0;5304;1730;1351;147;559;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;22:30;2022-06-01T22:30:00+02:00;45885;45400;44400;144;522;3854;30324;3667;177;6950;-88;972;-637;59;2095;-2150;-1927;197;2192;2;29;113;0;457;3399;0;4497;1277;1176;151;555;276;ND;ND;ND;ND
France;Données temps réel;2022-06-01;23:00;2022-06-01T23:00:00+02:00;46555;47500;46500;144;513;3740;30321;4166;0;6872;-90;983;-94;58;2692;-1800;-1708;146;1780;2;29;113;0;463;3278;0;4568;1290;1014;153;555;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;02:15;2022-06-02T02:15:00+02:00;40027;39500;39900;144;355;2369;30559;4212;0;5104;-763;990;-2943;46;;;;;;2;29;113;0;456;1915;0;3872;873;359;164;551;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;03:30;2022-06-02T03:30:00+02:00;37043;36700;37200;144;337;2614;29762;3966;0;4611;-1606;992;-3777;50;2680;-1400;-1317;-2532;-1292;2;29;113;0;450;2166;0;3830;650;131;163;555;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;06:45;2022-06-02T06:45:00+02:00;41813;42300;41950;144;340;3285;30423;3865;391;5914;-33;974;-3490;52;;;;;;2;29;113;0;464;2823;0;4000;983;931;163;533;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;10:15;2022-06-02T10:15:00+02:00;49942;50350;49850;142;334;3158;30430;1705;5328;5688;-426;995;2588;48;;;;;;0;29;113;0;460;2699;0;4060;1038;590;161;558;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;11:45;2022-06-02T11:45:00+02:00;50775;51900;51150;140;315;1736;30284;1768;7335;5586;-199;977;2833;34;;;;;;0;29;113;0;451;1287;0;3885;1082;619;152;559;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;12:30;2022-06-02T12:30:00+02:00;51546;51700;50900;140;322;1704;30365;1824;7996;5511;-204;994;2894;34;2913;-1175;-982;-1169;4096;0;29;113;0;447;1258;0;4131;900;480;163;550;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;13:00;2022-06-02T13:00:00+02:00;51722;53100;52500;140;314;1701;30314;1817;8555;5534;-33;989;2391;33;2859;-1800;-736;-1777;3672;0;29;113;0;446;1256;0;4019;889;626;163;556;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;16:45;2022-06-02T16:45:00+02:00;48138;47950;47950;141;534;1649;28436;1518;7032;5938;-534;1003;2421;40;;;;;;0;29;113;0;443;1208;0;4409;1047;482;165;553;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;19:30;2022-06-02T19:30:00+02:00;49153;48700;48800;142;533;3673;28535;1521;1984;8870;-33;988;2940;58;2738;-721;-1183;1100;1110;0;29;113;0;448;3226;0;5165;2339;1366;159;553;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;21:15;2022-06-02T21:15:00+02:00;45155;44350;44600;142;512;3551;28864;2212;298;7920;-33;1011;678;59;;;;;;0;29;113;0;454;3099;0;5083;1884;953;175;556;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;21:30;2022-06-02T21:30:00+02:00;44730;44200;44500;142;511;3554;29536;2437;250;7173;-34;1009;152;59;2712;-1600;-1908;1073;826;0;29;113;0;454;3102;0;5039;1291;843;179;556;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;22:30;2022-06-02T22:30:00+02:00;45936;45100;45300;140;510;3479;29756;3469;180;6982;-88;1004;504;57;2737;-1600;-1611;1037;841;0;29;113;0;454;3026;0;5005;1267;710;178;558;276;ND;ND;ND;ND
France;Données temps réel;2022-06-02;23:45;2022-06-02T23:45:00+02:00;45767;45500;45600;140;340;3124;29452;4398;0;6294;-253;1002;1270;51;;;;;;0;29;113;0;458;2667;0;4515;1188;591;176;554;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;02:00;2022-06-03T02:00:00+02:00;39429;45379;45489;144;238;2993;29356;3666;0;4799;-1478;1004;-1293;51;2914;-1400;-1467;-2664;980;2;29;113;0;448;2546;0;3940;725;134;183;546;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;02:15;2022-06-03T02:15:00+02:00;39823;45366;45476;144;240;3318;29900;3496;0;4650;-1416;1010;-1519;51;;;;;;2;29;113;0;452;2868;0;3902;612;136;184;550;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;04:30;2022-06-03T04:30:00+02:00;36127;45245;45365;144;7;3312;28901;3040;0;4369;-1739;1008;-2915;51;2914;-1300;-1455;-2651;-664;2;29;113;0;448;2865;0;3754;482;133;180;552;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;05:00;2022-06-03T05:00:00+02:00;36456;45219;45340;143;6;3319;29086;2966;0;4375;-1371;1001;-3069;51;2914;-1300;-1419;-2212;-756;1;29;113;0;452;2868;0;3720;523;132;183;551;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;07:00;2022-06-03T07:00:00+02:00;42428;45111;45241;144;2;3906;28788;2913;445;6084;-69;997;-782;50;2610;-1300;-1727;285;1079;2;29;113;0;456;3451;0;4252;981;851;183;546;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;11:00;2022-06-03T11:00:00+02:00;51195;44897;45043;305;0;3853;30209;1113;4926;6578;-163;996;3379;50;2914;37;-1275;1000;619;163;29;113;0;450;3405;0;4654;1350;574;177;545;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;12:00;2022-06-03T12:00:00+02:00;51834;44843;44994;307;0;3784;29989;1003;6213;6626;-93;1017;2989;50;2914;2;-1293;0;2590;165;29;113;0;446;3340;0;4612;1453;561;187;554;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;14:15;2022-06-03T14:15:00+02:00;50754;44723;44882;144;0;3651;29942;1367;8550;5118;-545;986;1541;50;;;;;;2;29;113;0;408;3244;0;3948;1078;92;158;549;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;17:15;2022-06-03T17:15:00+02:00;47480;44562;44734;143;4;3661;29933;1528;5815;5401;-371;999;367;50;;;;;;1;29;113;0;430;3232;0;3972;1263;166;180;550;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;21:30;2022-06-03T21:30:00+02:00;43785;44334;44524;143;4;3129;29893;2693;235;7100;-205;1011;-218;49;2914;-1700;-1739;831;-39;1;29;113;0;443;2688;0;4941;1344;815;187;549;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;22:15;2022-06-03T22:15:00+02:00;44652;44294;44487;143;4;3124;29872;3001;175;7222;-202;1016;297;49;;;;;;1;29;113;0;446;2680;0;5007;1436;779;189;551;276;ND;ND;ND;ND
France;Données temps réel;2022-06-03;23:45;2022-06-03T23:45:00+02:00;44843;44213;44412;144;5;3613;28943;3042;0;6982;-262;1006;1372;49;;;;;;2;29;113;;445;3169;0;4847;1331;804;184;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;00:45;2022-06-04T00:45:00+02:00;40685;40800;41150;144;5;3166;28192;3040;0;5699;-219;1003;-345;48;;;;;;2;29;113;0;434;2733;0;4118;1389;192;187;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;02:15;2022-06-04T02:15:00+02:00;38784;37900;38800;144;14;1756;28103;3073;0;5062;-910;1010;532;36;;;;;;2;29;113;0;436;1321;0;3939;991;132;187;546;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;02:45;2022-06-04T02:45:00+02:00;37157;36150;37350;144;13;1382;27750;3230;0;4624;-1237;1016;235;33;;;;;;2;29;113;0;436;947;0;3902;589;133;190;550;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;03:15;2022-06-04T03:15:00+02:00;35808;34900;36150;144;15;1611;27318;2809;0;5001;-1101;1012;-1001;36;;;;;;2;29;113;0;440;1173;0;3912;954;135;187;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;03:30;2022-06-04T03:30:00+02:00;35539;34400;35700;143;16;1488;27203;2903;0;4889;-1461;1006;-648;35;2912;-1200;-1507;-2380;1166;1;29;113;0;441;1048;0;3910;849;130;188;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;04:30;2022-06-04T04:30:00+02:00;34522;33600;34600;144;14;1581;27468;3092;0;4494;-1983;1015;-1303;36;2914;-1200;-1446;-2246;682;2;29;113;0;441;1142;0;3791;582;121;189;546;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;05:30;2022-06-04T05:30:00+02:00;34310;33300;34600;144;16;1617;27485;2534;0;4526;-2210;1015;-817;38;2914;-1200;-1490;-2457;1003;2;29;113;0;441;1177;0;3817;591;118;190;550;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;07:15;2022-06-04T07:15:00+02:00;35901;34750;35850;143;14;1442;27349;2369;714;5025;-1934;1014;-235;34;;;;;;1;29;113;0;439;1005;0;3841;1026;158;183;560;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;08:00;2022-06-04T08:00:00+02:00;37667;36600;37700;144;14;1693;27563;2226;1532;5009;-1881;1015;352;36;2914;-1000;-1908;-1415;2448;2;29;113;0;435;1259;0;3931;922;156;183;560;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;08:30;2022-06-04T08:30:00+02:00;39232;38400;39200;144;15;1636;27724;1940;2371;5068;-1903;1019;1218;35;2914;-1000;-1908;-1198;2544;2;29;113;0;435;1202;0;4022;880;166;187;556;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;11:30;2022-06-04T11:30:00+02:00;44565;43300;44600;144;16;2376;27865;1308;6839;4869;-1336;992;1492;38;2816;-1300;-1801;-989;2972;2;29;113;0;431;1946;0;3931;834;104;174;545;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;12:45;2022-06-04T12:45:00+02:00;47709;45800;47200;144;15;2596;28102;1359;7471;5410;-976;998;2590;38;;;;;;2;29;113;0;435;2162;0;3901;900;609;171;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;14:30;2022-06-04T14:30:00+02:00;44279;43800;44800;144;20;2302;27563;1588;7717;4352;-1528;996;1125;37;2914;-1200;-1653;-1524;3011;2;29;113;0;429;1874;0;3705;576;71;177;545;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;15:30;2022-06-04T15:30:00+02:00;42914;42300;42900;144;22;2097;27089;1754;6950;4667;-1919;1003;1107;37;2914;-900;-1635;-2162;3263;2;29;113;0;425;1673;0;3907;639;121;179;545;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;16:45;2022-06-04T16:45:00+02:00;41808;41550;41600;143;20;2361;26733;2047;5946;5024;-1823;984;373;39;;;;;;1;29;113;0;434;1928;0;3812;883;329;176;532;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;21:00;2022-06-04T21:00:00+02:00;39877;40700;40900;144;19;3711;26835;3217;325;6404;-41;978;-1715;53;2438;-1300;-1804;-167;-82;2;29;113;0;418;3295;0;4466;1025;913;166;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;21:30;2022-06-04T21:30:00+02:00;40041;40500;40700;143;19;3183;26509;4503;242;5992;-41;992;-1501;48;2438;-1300;-1804;-169;168;1;29;113;0;420;2764;0;4353;970;669;175;546;276;ND;ND;ND;ND
France;Données temps réel;2022-06-04;22:30;2022-06-04T22:30:00+02:00;42036;42400;42500;144;17;3620;26939;3687;179;6696;-41;996;-201;52;2706;-1300;-1826;-1216;1250;2;29;113;0;422;3199;0;4365;1113;1218;179;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;00:00;2022-06-05T00:00:00+02:00;41914;42000;42100;143;17;3788;26908;2981;0;7054;-100;1002;121;54;2707;-1400;-1811;-1393;1913;1;29;113;0;422;3367;0;4582;1117;1355;185;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;00:45;2022-06-05T00:45:00+02:00;38132;39000;38750;143;14;3166;26127;2700;0;5539;-99;1003;-461;51;;;;;;1;29;113;0;383;2784;0;3905;703;931;184;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;02:30;2022-06-05T02:30:00+02:00;35676;35400;36000;144;11;1492;25284;2811;0;4390;-798;1006;1336;37;2851;-1200;-1811;-2011;4274;2;29;113;0;380;1114;0;3792;473;125;184;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;03:30;2022-06-05T03:30:00+02:00;33823;33200;34000;144;12;1823;24750;1988;0;4710;-1742;1006;1132;43;2839;-1200;-1880;-3000;3804;2;29;113;0;415;1409;0;3846;742;122;184;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;04:00;2022-06-05T04:00:00+02:00;32977;32400;33200;142;16;1616;24601;1657;0;4861;-1945;1004;1025;41;2762;-1200;-1880;-3000;3868;0;29;113;0;421;1196;0;3844;895;122;183;546;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;04:15;2022-06-05T04:15:00+02:00;32796;32200;33000;142;14;1825;24862;1711;0;4778;-2280;1009;735;44;;;;;;0;29;113;0;420;1407;0;3860;793;125;182;546;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;05:15;2022-06-05T05:15:00+02:00;32279;31750;32300;141;17;1519;24960;1785;0;4096;-2340;1004;1097;41;;;;;;0;29;113;0;403;1118;0;3780;194;122;183;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;05:30;2022-06-05T05:30:00+02:00;32033;31700;32200;142;16;1439;24862;1860;0;4113;-2338;1006;933;40;2706;-1200;-1880;-2995;4595;0;29;113;0;406;1035;0;3798;194;121;186;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;06:15;2022-06-05T06:15:00+02:00;31841;31500;31650;142;16;1504;24948;2046;227;4123;-2336;1014;157;40;;;;;;0;29;113;0;404;1101;0;3788;213;122;188;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;08:15;2022-06-05T08:15:00+02:00;34201;34150;34200;142;16;1448;24869;1914;1531;4707;-1747;1014;307;37;;;;;;0;29;113;0;404;1045;0;3799;594;314;184;550;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;09:30;2022-06-05T09:30:00+02:00;37035;37600;37000;142;16;1489;24742;2140;3170;4765;-1568;1005;1134;35;2505;-1100;-2065;-2840;5323;0;29;113;0;403;1088;0;3805;652;308;180;549;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;10:45;2022-06-05T10:45:00+02:00;39985;40050;39500;142;15;1292;24837;2823;5291;4509;-1272;1015;1333;31;;;;;;0;29;113;0;402;892;0;3832;544;133;182;551;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;11:45;2022-06-05T11:45:00+02:00;40905;42000;41550;142;14;1608;24954;3065;5690;4862;-1090;1011;649;33;;;;;;0;29;113;0;410;1199;0;3895;830;137;183;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;14:45;2022-06-05T14:45:00+02:00;39052;40400;39400;142;16;1739;25766;4640;6556;3963;-1696;981;-3055;32;;;;;;0;29;113;0;416;1324;0;3509;317;137;155;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;19:00;2022-06-05T19:00:00+02:00;39543;40500;39800;142;17;2936;26992;4489;2835;5819;-536;973;-4124;43;468;-1601;-1713;-202;-321;0;29;113;0;419;2518;0;4126;1127;566;154;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;20:00;2022-06-05T20:00:00+02:00;39368;41000;40500;142;18;2868;27151;4007;1196;6145;-536;985;-2608;44;232;-1900;-1946;-577;2023;0;29;113;0;420;2449;0;4370;1057;718;156;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;21:00;2022-06-05T21:00:00+02:00;39011;40100;39800;141;21;2789;26959;3453;339;5640;-47;974;-1258;45;1019;-1800;-1936;-555;3206;0;29;113;0;420;2370;0;4408;756;476;155;550;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;21:45;2022-06-05T21:45:00+02:00;39160;40200;40000;141;19;2552;26781;3178;212;5551;-41;974;-207;43;;;;;;0;29;113;0;421;2133;0;4198;802;551;146;557;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;22:30;2022-06-05T22:30:00+02:00;40985;41400;41300;142;21;2534;26874;3162;172;5845;-41;971;1305;43;1623;-1800;-1829;-1367;5160;0;29;113;0;425;2110;0;4251;837;757;144;556;276;ND;ND;ND;ND
France;Données temps réel;2022-06-05;23:45;2022-06-05T23:45:00+02:00;41615;42000;42050;141;20;2017;26599;3177;0;6135;-88;998;2616;38;;;;;;0;29;113;0;425;1593;0;4314;940;881;177;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;02:00;2022-06-06T02:00:00+02:00;35697;36500;36300;142;18;1437;26105;2434;0;5212;-956;1012;293;35;1100;-1500;-1317;-2784;4853;0;29;113;0;421;1017;0;3810;665;737;179;549;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;02:15;2022-06-06T02:15:00+02:00;35618;35600;35600;142;18;1735;26262;2354;0;4579;-1058;1004;582;39;;;;;;0;29;113;0;402;1334;0;3720;520;339;177;552;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;03:00;2022-06-06T03:00:00+02:00;33412;33400;33600;142;17;1540;25964;2083;0;4446;-1936;1000;156;38;85;-1500;-1317;-2905;5485;0;29;113;0;401;1140;0;3691;438;317;175;549;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;05:45;2022-06-06T05:45:00+02:00;31521;32400;31800;142;17;1207;26045;1895;0;4135;-2233;998;-685;35;;;;;;0;29;113;0;401;808;0;3765;266;104;173;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;06:15;2022-06-06T06:15:00+02:00;32106;32350;31950;142;13;1228;26240;1985;254;4221;-2165;996;-808;35;;;;;;0;29;113;0;401;829;0;3746;370;105;169;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;06:45;2022-06-06T06:45:00+02:00;32385;32800;32600;142;14;1145;26479;1992;420;4173;-2186;999;-793;33;;;;;;0;29;113;0;403;744;0;3682;388;103;172;552;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;07:30;2022-06-06T07:30:00+02:00;33937;33900;34000;142;12;1118;26692;1884;1034;4521;-1632;995;-829;31;-222;-1500;-1544;-2596;5553;0;29;113;0;400;719;0;3696;723;102;170;550;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;09:45;2022-06-06T09:45:00+02:00;39811;40000;39700;141;10;997;26826;2696;5142;5060;-1319;963;-705;25;;;;;;0;29;113;0;404;595;0;3742;1029;289;141;551;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;14:30;2022-06-06T14:30:00+02:00;41984;42800;42800;140;13;1702;26863;3630;7332;5208;-442;971;-3433;29;-452;-1300;-1981;-2169;2477;0;29;113;0;414;1289;0;3902;1203;103;147;550;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;15:00;2022-06-06T15:00:00+02:00;41475;41300;41300;138;13;1691;26913;3783;6888;5018;-668;976;-3277;30;-59;-1300;-1964;-1829;2194;0;29;113;0;413;1279;0;3792;1122;104;150;551;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;17:15;2022-06-06T17:15:00+02:00;39833;39850;39750;142;13;2701;27328;2871;4528;4553;-103;989;-3189;41;;;;;;0;29;113;0;412;2290;0;3695;775;83;155;553;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;17:30;2022-06-06T17:30:00+02:00;40095;39900;39800;142;13;2936;27368;2794;4174;4795;-72;981;-3036;43;146;-1400;-2096;-1701;1896;0;29;113;0;412;2524;0;3704;783;308;150;553;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;17:45;2022-06-06T17:45:00+02:00;40244;40300;40150;142;13;2951;27403;2754;3787;5321;-73;985;-3039;43;;;;;;0;29;113;0;413;2538;0;3748;836;737;148;555;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;18:15;2022-06-06T18:15:00+02:00;41233;41300;41100;142;13;3124;27278;2681;3116;6021;-35;982;-2089;45;;;;;;0;29;113;0;413;2712;0;3905;996;1120;149;557;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;18:45;2022-06-06T18:45:00+02:00;42682;42800;42550;142;13;3887;27926;2520;2469;6806;-35;984;-2030;51;;;;;;0;29;113;0;413;3476;0;3974;1294;1538;146;557;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;19:30;2022-06-06T19:30:00+02:00;43515;43500;43200;141;14;4179;28453;2280;1453;6715;-35;976;-661;54;-525;-443;-2038;130;2070;0;29;113;0;415;3766;0;4175;1648;892;148;554;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;20:00;2022-06-06T20:00:00+02:00;42987;42900;42500;141;13;4219;28623;2171;1025;6974;-35;981;-1125;55;525;-1825;-1960;-147;2364;0;29;113;0;419;3802;0;4352;1632;990;154;554;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;21:15;2022-06-06T21:15:00+02:00;41543;40850;40300;142;11;4336;28804;1730;261;6132;-35;1001;-839;58;;;;;;0;29;113;0;422;3916;0;4139;1178;815;172;549;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;23:15;2022-06-06T23:15:00+02:00;43236;44450;43800;142;15;3922;28889;1920;0;5960;-35;1003;1420;55;;;;;;0;29;113;0;422;3501;0;4066;1040;854;172;551;276;ND;ND;ND;ND
France;Données temps réel;2022-06-06;23:45;2022-06-06T23:45:00+02:00;43014;42900;42650;141;15;3688;28794;2022;0;5548;-53;993;1866;53;;;;;;0;29;113;0;423;3267;0;3988;857;703;175;551;276;ND;ND;ND;ND
France;Données temps réel;2022-06-07;02:30;2022-06-07T02:30:00+02:00;36183;36000;36600;141;17;1682;28594;2335;0;4286;-913;996;-955;36;2606;-1200;-1317;-3000;2107;0;29;113;0;402;1281;0;3619;552;115;180;547;276;ND;ND;ND;ND
France;Données temps réel;2022-06-07;02:45;2022-06-07T02:45:00+02:00;35754;35500;36000;141;17;1651;28615;2318;0;4271;-1394;997;-862;36;;;;;;0;29;113;0;402;1251;0;3629;525;117;176;548;276;ND;ND;ND;ND
France;Données temps réel;2022-06-07;03:30;2022-06-07T03:30:00+02:00;34322;34300;34400;141;17;1507;28545;2310;0;4294;-1430;1004;-2066;35;1784;-1200;-1317;-3000;2075;0;29;113;0;403;1105;0;3657;521;116;180;550;276;ND;ND;ND;ND
France;Données temps réel;2022-06-07;04:00;2022-06-07T04:00:00+02:00;33852;34100;34000;141;18;1340;28418;2340;0;4269;-1779;997;-1892;33;1810;-1200;-1317;-3000;1349;0;29;113;0;403;938;0;3662;524;83;176;544;276;ND;ND;ND;ND
France;Données temps réel;2022-06-07;06:15;2022-06-07T06:15:00+02:00;38159;38200;38150;142;21;2378;28827;2487;242;5309;-393;1001;-1855;41;;;;;;0;29;113;0;406;1973;0;4118;923;268;169;548;276;ND;ND;ND;ND
