Périmètre;Nature;Date;Heure;Date - Heure;Consommation (MW);Prévision J-1 (MW);Prévision J (MW);Fioul (MW);Charbon (MW);Gaz (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Taux de CO2 (g/kWh);Ech. comm. Angleterre (MW);Ech. comm. Espagne (MW);Ech. comm. Italie (MW);Ech. comm. Suisse (MW);Ech. comm. Allemagne-Belgique (MW);Fioul - TAC (MW);Fioul - Cogénération (MW);Fioul - Autres (MW);Gaz - TAC (MW);Gaz - Cogénération (MW);Gaz - CCG (MW);Gaz - Autres (MW);Hydraulique - Fil de l'eau + éclusée (MW);Hydraulique - Lacs (MW);Hydraulique - STEP turbinage (MW);Bioénergies - Déchets (MW);Bioénergies - Biomasse (MW);Bioénergies - Biogaz (MW);Stockage batterie (MW);Déstockage batterie (MW);Eolien terrestre (MW);Eolien offshore (MW)
France;Données temps réel;2022-08-24;00:15;2022-08-24T00:15:00+02:00;42841;42950;42600;134;24;4684;23604;1208;0;4728;-362;752;8069;72;;;;;;1;20;113;0;511;4175;0;2661;945;1122;152;319;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;01:45;2022-08-24T01:45:00+02:00;39082;39750;39800;135;24;4700;23516;1157;0;2943;-1464;749;7322;79;;;;;;2;20;113;0;513;4188;0;2304;630;9;152;319;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;03:00;2022-08-24T03:00:00+02:00;36459;37000;36600;135;24;4560;23453;1212;0;2161;-2585;759;6740;82;2978;2600;-2137;-980;4261;2;20;113;0;514;4047;0;2042;112;7;156;325;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;06:30;2022-08-24T06:30:00+02:00;39392;40200;39400;134;24;4781;23748;1175;194;2907;-552;750;6231;77;2775;2050;76;-119;1991;1;20;113;0;555;4227;0;2192;470;245;155;320;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;07:15;2022-08-24T07:15:00+02:00;40941;41800;40800;135;24;4668;23730;1193;297;4026;-49;750;6167;72;;;;;;2;20;113;0;557;4113;0;2282;880;864;153;321;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;08:30;2022-08-24T08:30:00+02:00;44700;45900;44700;135;24;4992;23903;1085;1808;4387;-57;738;7685;71;2800;2050;-441;1069;3493;2;20;113;0;551;4443;0;2207;1064;1116;138;323;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;08:45;2022-08-24T08:45:00+02:00;45412;46550;45500;135;24;4765;23853;1019;2438;4298;0;737;8143;68;;;;;;2;20;113;0;550;4217;0;2253;1076;969;134;325;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;10:00;2022-08-24T10:00:00+02:00;48768;49400;48800;135;24;4537;23678;741;5891;3249;0;737;9776;63;1601;2050;662;950;5982;2;20;113;0;549;3989;0;2133;944;172;135;325;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;10:15;2022-08-24T10:15:00+02:00;49132;49500;49150;135;24;4677;23742;739;6488;3044;-511;739;10055;64;;;;;;2;20;113;0;544;4134;0;2184;668;192;136;321;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;10:30;2022-08-24T10:30:00+02:00;49219;49600;49500;135;24;4595;23660;732;7029;3042;-514;736;9780;63;1601;2050;662;950;6237;2;20;113;0;544;4052;0;2232;631;179;139;325;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;12:30;2022-08-24T12:30:00+02:00;52404;51700;51700;134;24;4363;23591;861;9628;2691;-159;728;10543;56;1517;1250;870;558;6968;1;20;113;0;538;3826;0;2147;214;330;138;315;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;12:45;2022-08-24T12:45:00+02:00;52894;52450;52500;134;24;4564;23679;937;9778;2836;-159;732;10369;58;;;;;;1;20;113;0;539;4027;0;2162;374;300;136;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;15:15;2022-08-24T15:15:00+02:00;50634;50300;50900;133;24;4355;23521;1068;9590;2473;-494;736;9228;57;;;;;;0;20;113;0;536;3820;0;2036;253;184;138;322;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;15:30;2022-08-24T15:30:00+02:00;50455;50100;50700;133;24;4369;23496;1048;9274;2413;-493;736;9455;58;1225;1400;-128;496;7290;0;20;113;0;537;3833;0;2011;218;184;140;321;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;17:45;2022-08-24T17:45:00+02:00;48870;48700;49300;203;33;4710;22308;1170;5401;6404;0;740;7901;63;;;;;;70;20;113;0;597;4115;0;2490;1982;1932;134;324;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;19:30;2022-08-24T19:30:00+02:00;49157;49900;50500;385;33;4959;22348;1247;1218;8564;-51;746;9708;72;2305;1750;870;1200;4665;252;20;113;144;596;4219;0;3257;3005;2302;140;323;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;19:45;2022-08-24T19:45:00+02:00;48787;49200;49800;386;33;4964;22330;1269;821;8513;-55;742;9784;73;;;;;;253;20;113;145;598;4221;0;3275;2966;2272;137;325;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;22:15;2022-08-24T22:15:00+02:00;45454;46000;46600;132;32;3667;22340;2414;0;5655;0;735;10479;59;;;;;;0;20;113;0;570;3099;0;2652;1636;1367;136;320;278;ND;ND;ND;ND
France;Données temps réel;2022-08-24;22:45;2022-08-24T22:45:00+02:00;47000;47200;47800;133;32;4651;22373;2533;0;5614;0;731;10933;69;;;;;;0;20;113;0;571;4082;0;2704;1568;1342;133;320;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;00:15;2022-08-25T00:15:00+02:00;43108;43600;43000;135;32;4292;22429;2638;0;3787;-344;740;9399;69;;;;;;0;22;113;0;542;3751;0;2449;1240;98;138;321;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;00:45;2022-08-25T00:45:00+02:00;40138;41600;40700;135;32;3896;22099;2629;0;3255;-1845;733;9204;70;;;;;;0;22;113;0;544;3354;0;2284;919;52;139;322;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;01:00;2022-08-25T01:00:00+02:00;39460;40600;39700;136;32;3731;21971;2565;0;3153;-1867;734;9005;69;2658;2636;-2090;-66;5340;1;22;113;0;543;3189;0;2252;857;44;138;321;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;02:15;2022-08-25T02:15:00+02:00;39021;39750;38950;135;32;4167;22426;2263;0;2577;-2072;736;8757;75;;;;;;0;22;113;0;543;3626;0;2026;545;6;138;321;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;02:30;2022-08-25T02:30:00+02:00;38039;38900;38300;135;32;4310;21748;2267;0;2496;-2248;734;8565;79;2771;2636;-2097;191;4949;0;22;113;0;544;3767;0;2002;483;11;139;321;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;03:15;2022-08-25T03:15:00+02:00;36552;37050;36600;135;32;4591;22375;2243;0;2304;-2082;742;6212;81;;;;;;0;22;113;0;544;4049;0;1924;374;6;141;322;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;03:30;2022-08-25T03:30:00+02:00;36159;36700;36200;136;32;4599;21831;2242;0;2300;-2082;740;6361;83;2852;2590;-2211;-452;3404;1;22;113;0;544;4057;0;1926;368;6;142;320;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;04:30;2022-08-25T04:30:00+02:00;35376;35800;35500;136;32;4673;22563;2446;0;2080;-2432;734;5144;82;2852;2590;-1874;150;1464;1;22;113;0;545;4129;0;1869;205;6;135;322;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;05:00;2022-08-25T05:00:00+02:00;35629;36500;35800;137;32;4567;22593;2654;0;2124;-2430;729;5223;80;2852;2590;-2303;365;2762;2;22;113;0;545;4023;0;1880;238;6;135;319;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;05:45;2022-08-25T05:45:00+02:00;37205;38000;37500;136;32;4693;22696;2765;0;2753;-1726;728;5128;78;;;;;;1;22;113;0;547;4147;0;2058;687;8;133;320;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;06:30;2022-08-25T06:30:00+02:00;39626;39900;39600;137;32;4632;22598;2763;194;3094;-1305;734;6747;76;2826;1900;535;211;1821;2;22;113;0;547;4086;0;2198;835;61;133;325;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;06:45;2022-08-25T06:45:00+02:00;40085;40300;40000;137;32;4601;22543;2741;197;3081;-967;730;6990;75;;;;;;2;22;113;0;548;4055;0;2202;790;89;132;321;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;08:15;2022-08-25T08:15:00+02:00;44311;44900;44450;137;32;4821;22573;2521;1034;2979;-530;736;10008;75;;;;;;2;22;113;0;547;4275;0;2097;874;8;139;320;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;10:00;2022-08-25T10:00:00+02:00;48509;50300;48900;137;32;4802;22555;1650;4689;3204;0;740;10700;68;1431;1900;457;1200;6150;2;22;113;0;541;4262;0;2040;796;368;139;325;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;11:00;2022-08-25T11:00:00+02:00;50191;51100;49900;137;32;4734;22511;1503;6458;3323;-81;741;10833;64;2228;1300;870;800;5161;2;22;113;0;540;4196;0;2062;778;483;135;331;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;11:45;2022-08-25T11:45:00+02:00;51130;52150;51050;137;32;4750;22495;1754;7149;3947;0;733;10133;62;;;;;;2;22;113;0;536;4216;0;2224;909;814;137;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;12:15;2022-08-25T12:15:00+02:00;52073;52600;51550;137;32;4543;22514;1828;7345;3719;0;737;11218;60;;;;;;2;22;113;0;572;3972;0;2222;777;720;135;323;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;13:30;2022-08-25T13:30:00+02:00;51600;52100;51200;137;32;4509;22453;1984;7795;3101;0;732;10857;60;2284;1300;860;479;6082;2;22;113;0;575;3936;0;2281;466;354;137;321;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;14:30;2022-08-25T14:30:00+02:00;51399;52400;51500;137;32;4504;22477;2227;7986;3076;-509;725;10744;60;2862;1300;685;732;5483;2;22;113;0;577;3928;0;2216;174;686;133;317;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;15:15;2022-08-25T15:15:00+02:00;50830;51250;50450;136;33;4471;22450;2306;7735;2823;-338;724;10490;60;;;;;;1;22;113;0;577;3895;0;2103;376;344;132;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;22:00;2022-08-25T22:00:00+02:00;44510;45600;44900;137;38;4433;22262;4935;206;3960;0;724;7815;66;1551;1700;175;1193;4148;2;22;113;116;575;3742;0;2348;933;679;131;319;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;22:15;2022-08-25T22:15:00+02:00;44632;45700;45050;136;38;4384;22455;4937;0;4144;-483;717;8304;65;;;;;;1;22;113;0;573;3812;0;2268;684;1192;121;316;278;ND;ND;ND;ND
France;Données temps réel;2022-08-25;22:45;2022-08-25T22:45:00+02:00;46376;46800;46200;137;38;4505;22489;4824;0;4471;-377;706;9583;66;;;;;;2;22;113;0;573;3933;0;2270;1202;999;112;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;00:00;2022-08-26T00:00:00+02:00;43591;44600;43800;136;39;4567;22354;4715;0;3135;-1072;697;9020;70;1941;2400;-2107;68;5155;1;22;113;0;605;3963;0;2309;432;394;119;303;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;00:15;2022-08-26T00:15:00+02:00;42661;43350;42650;137;41;4885;22610;4490;0;3092;-1008;702;7712;74;;;;;;2;22;113;0;568;4318;0;2339;383;370;121;302;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;00:45;2022-08-26T00:45:00+02:00;39841;40900;40500;137;42;4485;21896;4300;0;2590;-1078;702;6767;73;;;;;;2;22;113;0;569;3917;0;2203;380;7;126;301;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;01:15;2022-08-26T01:15:00+02:00;39680;39750;39700;137;42;4897;22615;4276;0;2887;-1504;706;5624;76;;;;;;2;22;113;0;563;4335;0;2177;702;8;131;298;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;01:30;2022-08-26T01:30:00+02:00;39199;39800;39900;137;42;4872;22453;4187;0;2825;-1518;701;5500;76;2726;2590;-2108;-152;2546;2;22;113;0;569;4304;0;2157;661;7;129;299;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;03:45;2022-08-26T03:45:00+02:00;35956;36150;36200;137;42;4596;22511;3437;0;2639;-2010;721;3883;77;;;;;;2;22;113;0;572;4025;0;2100;443;96;125;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;04:00;2022-08-26T04:00:00+02:00;35842;35900;36000;137;42;4622;22506;3386;0;2652;-2006;715;3788;77;2727;2600;-1950;-579;857;2;22;113;0;573;4050;0;2065;504;83;118;320;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;04:45;2022-08-26T04:45:00+02:00;35473;35950;35850;137;41;4830;22616;3204;0;2369;-1583;709;3150;79;;;;;;2;22;113;0;571;4260;0;2003;359;7;114;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;06:15;2022-08-26T06:15:00+02:00;38924;38700;39000;137;41;4776;22664;2976;203;3181;-745;724;4967;75;;;;;;2;22;113;0;612;4166;0;2237;802;142;122;319;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;07:45;2022-08-26T07:45:00+02:00;42646;41850;42600;198;40;4949;22700;3069;514;4410;0;704;6062;73;;;;;;63;22;113;0;610;4341;0;2131;1209;1070;111;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;08:00;2022-08-26T08:00:00+02:00;43383;42600;43400;256;40;5039;22733;2961;684;4628;-26;701;6367;74;1503;1850;-713;1153;3385;121;22;113;0;610;4431;0;2158;1256;1214;104;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;09:00;2022-08-26T09:00:00+02:00;46441;45600;46400;255;39;4995;22822;2658;2287;4968;-52;701;7768;71;580;1850;469;1118;4270;120;22;113;0;608;4388;0;2482;1310;1176;105;319;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;10:15;2022-08-26T10:15:00+02:00;48415;48200;48400;255;39;4749;22771;2520;4843;4088;0;699;8451;66;;;;;;120;22;113;0;605;4146;0;2217;919;952;101;320;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;10:30;2022-08-26T10:30:00+02:00;48660;48600;48700;255;39;4720;22785;2485;5313;4099;0;698;8266;65;411;1850;281;1200;5480;120;22;113;0;604;4118;0;2203;946;950;101;319;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;13:00;2022-08-26T13:00:00+02:00;50772;52600;52100;136;39;4519;22679;1915;7834;3803;-159;687;9319;58;1335;1300;-992;1146;6087;1;22;113;0;598;3922;0;2198;552;1053;103;308;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;13:30;2022-08-26T13:30:00+02:00;50188;50800;49900;136;38;4572;22565;1952;7952;3572;0;687;8714;59;1335;1300;-992;1146;6126;1;22;113;0;595;3978;0;2228;612;732;104;309;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;14:15;2022-08-26T14:15:00+02:00;49521;50450;49400;135;38;4657;22732;1951;7794;3235;-497;695;8781;61;;;;;;0;22;113;0;594;4065;0;2243;440;552;102;315;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;14:30;2022-08-26T14:30:00+02:00;48957;50400;49500;135;38;4635;22730;1928;7639;3226;-500;699;8427;61;2790;1300;-1677;1117;5333;0;22;113;0;592;4044;0;2262;417;547;101;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;15:15;2022-08-26T15:15:00+02:00;48399;49400;48100;135;37;4677;22714;1962;7498;3034;-574;696;8220;62;;;;;;0;22;113;0;592;4086;0;2221;237;576;101;314;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;17:45;2022-08-26T17:45:00+02:00;46522;47550;46450;135;37;5047;22835;2210;4682;4565;0;711;6300;66;;;;;;0;22;113;150;592;4305;0;2209;1290;1066;113;317;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;21:15;2022-08-26T21:15:00+02:00;45550;45000;44300;136;37;5186;22501;2753;204;5729;-55;734;8325;73;;;;;;1;22;113;160;604;4422;0;2343;1181;2205;141;317;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;21:45;2022-08-26T21:45:00+02:00;44171;44650;44000;136;38;5030;22259;2969;203;4820;-55;731;8040;74;;;;;;1;22;113;161;604;4265;0;2248;1118;1454;140;317;278;ND;ND;ND;ND
France;Données temps réel;2022-08-26;22:30;2022-08-26T22:30:00+02:00;44284;44000;43400;135;38;4993;21941;3281;0;5287;0;723;7886;72;895;1800;-1560;1128;5838;0;22;113;161;606;4226;0;2235;1565;1487;151;298;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;00:30;2022-08-27T00:30:00+02:00;40543;40500;40700;137;36;4606;21067;3155;0;4196;-155;721;6780;73;1039;2590;-2594;1100;5284;2;22;113;0;532;4075;0;2510;1106;580;128;316;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;01:30;2022-08-27T01:30:00+02:00;38074;38600;39000;136;35;4669;20473;2770;0;3193;-713;733;6778;80;1385;2590;-2366;1093;4276;1;22;113;0;534;4137;0;2412;516;265;137;320;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;01:45;2022-08-27T01:45:00+02:00;38038;38050;38800;136;35;4719;20592;2731;0;3061;-823;734;6853;81;;;;;;1;22;113;0;534;4187;0;2337;540;184;141;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;05:00;2022-08-27T05:00:00+02:00;33347;32900;33600;137;34;4788;21042;2263;0;2136;-2273;738;4482;88;2626;3006;-2617;-677;2555;2;22;113;0;573;4217;0;1968;157;11;142;318;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;05:30;2022-08-27T05:30:00+02:00;33676;33200;33900;137;34;4864;21063;2183;0;2004;-2262;738;4915;90;2626;3006;-2617;-677;2413;2;22;113;0;574;4292;0;1873;120;11;146;317;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;06:00;2022-08-27T06:00:00+02:00;34392;34000;34700;136;34;4981;21073;2120;197;2226;-1600;729;4496;88;2741;3006;-2508;-294;1574;1;22;113;0;574;4408;0;1937;276;13;140;316;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;06:15;2022-08-27T06:15:00+02:00;34624;34000;34650;137;34;5021;21095;2088;197;2211;-1260;732;4369;88;;;;;;2;22;113;0;574;4449;0;1921;276;14;139;313;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;07:15;2022-08-27T07:15:00+02:00;34759;34300;34900;137;34;4670;21112;2086;281;2550;-1244;725;4408;82;;;;;;2;22;113;0;575;4096;0;1997;290;263;131;315;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;07:30;2022-08-27T07:30:00+02:00;35224;34600;35200;136;34;4694;21113;2231;379;2535;-1242;728;4616;82;2427;2682;-2839;945;1531;1;22;113;0;572;4123;0;1985;276;274;136;313;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;08:00;2022-08-27T08:00:00+02:00;36012;35500;36100;137;35;4876;21118;2208;723;2635;-1195;727;4748;83;2113;2682;-2660;1006;2365;2;22;113;0;571;4307;0;1921;278;436;137;313;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;10:00;2022-08-27T10:00:00+02:00;41235;40800;41300;137;34;4714;21087;1267;5261;2802;-641;724;5850;71;1778;2682;-2410;1099;3009;2;22;113;0;571;4145;0;1883;457;462;131;313;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;11:00;2022-08-27T11:00:00+02:00;42343;42100;42600;137;34;4392;21010;1676;7317;2502;-1009;721;5563;65;2627;2682;-2365;1019;2042;2;22;113;0;566;3827;0;1803;544;155;130;312;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;11:15;2022-08-27T11:15:00+02:00;42834;42300;42800;136;34;4629;21039;1810;7762;2581;-1008;722;5129;66;;;;;;1;22;113;0;567;4063;0;1724;574;283;135;309;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;11:30;2022-08-27T11:30:00+02:00;43024;42500;43000;136;34;4688;21043;1884;8136;2475;-1168;726;5070;66;2627;2682;-2365;1019;2254;1;22;113;0;567;4123;0;1699;495;281;137;314;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;13:15;2022-08-27T13:15:00+02:00;45140;44900;45300;136;33;4532;20871;1947;8887;2992;-1166;721;6187;63;;;;;;1;22;113;0;526;4007;0;1865;627;500;134;310;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;15:15;2022-08-27T15:15:00+02:00;42372;42000;42300;135;33;4637;20452;1847;8344;2234;-2686;731;6645;70;;;;;;0;22;113;0;520;4119;0;1689;531;14;144;312;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;16:15;2022-08-27T16:15:00+02:00;41261;41000;41300;135;33;4594;20487;1880;7434;2496;-2402;739;5865;70;;;;;;0;22;113;0;562;4033;0;1825;657;14;141;313;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;16:45;2022-08-27T16:45:00+02:00;41120;40650;40900;135;33;4926;20583;1884;6785;3029;-2294;739;5300;73;;;;;;0;22;113;0;624;4304;0;1893;822;314;144;314;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;19:45;2022-08-27T19:45:00+02:00;41544;41650;41750;249;32;4789;21084;2336;835;3910;-624;741;8192;79;;;;;;114;22;113;0;563;4228;0;2129;799;982;142;317;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;20:15;2022-08-27T20:15:00+02:00;41094;41000;41100;250;32;4768;21169;2522;360;4144;0;737;7112;78;;;;;;115;22;113;0;561;4209;0;2146;886;1112;145;314;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;22:45;2022-08-27T22:45:00+02:00;42141;41850;41850;136;32;4690;20957;4376;0;4207;-209;744;7208;72;;;;;;1;22;113;0;569;4122;0;2084;1302;821;152;315;278;ND;ND;ND;ND
France;Données temps réel;2022-08-27;23:00;2022-08-27T23:00:00+02:00;41559;43000;43000;136;32;4516;20846;4403;0;3939;-210;743;7154;71;1957;2450;-2174;998;5276;1;22;113;0;570;3948;0;2109;1220;610;152;314;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;00:45;2022-08-28T00:45:00+02:00;36769;37350;37300;135;22;4241;20206;4041;0;2891;-1541;740;6034;75;;;;;;0;22;113;0;534;3708;0;1928;954;9;150;316;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;01:30;2022-08-28T01:30:00+02:00;36088;36400;36800;135;22;4415;20510;3814;0;2950;-1541;742;5041;76;2574;3376;-2492;-2175;4008;0;22;113;0;509;3907;0;1890;1051;9;148;321;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;03:30;2022-08-28T03:30:00+02:00;32456;32600;32600;137;22;3914;20256;3718;0;2526;-2084;719;3248;74;2002;2775;-2132;-2496;3573;2;22;113;0;501;3414;0;1912;473;141;143;297;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;08:30;2022-08-28T08:30:00+02:00;33802;33800;33800;137;32;3977;20147;3145;1685;2192;-1762;719;3530;73;1668;2960;-2437;-1811;3625;2;22;113;0;502;3476;0;1575;608;9;143;298;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;09:00;2022-08-28T09:00:00+02:00;34972;35400;35000;137;32;3965;20217;2609;2946;2232;-1746;733;3847;71;1464;2960;-2242;-1876;4030;2;22;113;0;502;3464;0;1569;654;9;150;299;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;11:15;2022-08-28T11:15:00+02:00;39925;40450;39950;136;32;3540;20007;2722;8211;2269;-1753;720;4041;56;;;;;;1;22;113;0;467;3074;0;1628;629;12;145;298;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;11:45;2022-08-28T11:45:00+02:00;40785;41850;41400;137;32;3362;19951;2762;8834;2293;-1268;710;3972;53;;;;;;2;22;113;0;470;2894;0;1621;661;11;141;293;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;15:45;2022-08-28T15:45:00+02:00;39313;38400;39050;135;32;4082;20191;2654;8945;2614;-2031;717;1974;60;;;;;;0;22;113;0;470;3613;0;1796;808;10;144;292;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;17:30;2022-08-28T17:30:00+02:00;39052;38200;38500;135;32;3344;20060;2679;6055;2244;-944;719;4728;56;1410;1100;-2506;-1401;5973;0;22;113;0;490;2856;0;1664;572;8;144;295;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;19:15;2022-08-28T19:15:00+02:00;41510;41500;41550;135;32;3874;21446;3584;1634;3589;-402;717;6901;62;;;;;;0;22;113;0;498;3377;0;1916;988;685;141;295;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;19:45;2022-08-28T19:45:00+02:00;41369;41700;41700;135;32;4488;21444;3614;748;3905;-404;720;6687;70;;;;;;0;22;113;0;500;3989;0;1987;1023;895;143;294;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;20:00;2022-08-28T20:00:00+02:00;41477;41700;41700;135;32;4621;21463;3779;432;3931;-404;715;6773;71;1875;3006;-2229;733;3919;0;22;113;0;517;4105;0;2003;1001;927;139;296;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;21:15;2022-08-28T21:15:00+02:00;42167;41950;41950;135;32;4808;21499;4916;191;3913;-406;719;6360;71;;;;;;0;22;113;0;531;4279;0;1934;905;1074;148;295;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;22:30;2022-08-28T22:30:00+02:00;40987;41200;41200;135;32;4522;21247;6006;0;2756;-664;720;6233;70;2367;3006;-1846;-894;3877;0;22;113;0;533;3990;0;1733;684;339;148;294;278;ND;ND;ND;ND
France;Données temps réel;2022-08-28;23:15;2022-08-28T23:15:00+02:00;41295;42700;42700;136;32;4411;21086;6146;0;2815;-1090;721;7038;69;;;;;;1;22;113;0;534;3878;0;1824;558;433;146;298;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;00:30;2022-08-29T00:30:00+02:00;37686;38100;37800;137;32;4086;20631;5912;0;2465;-1375;730;5068;69;2134;3422;-2617;-1314;3854;2;22;113;0;566;3521;0;1845;556;64;153;299;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;02:00;2022-08-29T02:00:00+02:00;35121;36300;36000;137;33;4135;20688;5034;0;1992;-1534;717;3919;72;2160;3422;-2640;-1793;2723;2;22;113;0;567;3569;0;1732;252;8;139;299;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;04:45;2022-08-29T04:45:00+02:00;32971;33500;33350;136;34;3789;21845;4408;0;2127;-2499;705;2426;69;;;;;;1;22;113;0;569;3222;0;1624;496;7;136;294;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;05:45;2022-08-29T05:45:00+02:00;35585;35800;35700;137;34;3893;22024;4463;0;2068;-1832;708;4090;68;;;;;;2;22;113;0;569;3325;0;1546;512;10;138;294;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;08:45;2022-08-29T08:45:00+02:00;44937;45350;44850;136;35;4528;23652;3311;2037;2393;-168;723;8290;67;;;;;;1;22;113;139;595;3794;0;1601;488;304;140;306;278;ND;ND;ND;ND
France;Données temps réel;2022-08-29;09:45;2022-08-29T09:45:00+02:00;46976;47950;47050;136;35;4908;23660;2550;4122;2664;-334;721;8514;68;;;;;;1;22;113;136;591;4181;0;1855;558;251;141;302;278;ND;ND;ND;ND
